Site	Sample	N	E	Salinity	ID	N_dots	L
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	13
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	18
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	24
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	14
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	16
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	23
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	16
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	26
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	22
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	15
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	13
Marchikan_II_Spring	Mar_II_3	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	1
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	2
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	2
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	2
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	2
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	2
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	3
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	4
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	5
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	6
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	6
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	6
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	6
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	7
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	8
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	9
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	9
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	24
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	13
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	23
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	15
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	12
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	16
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	15
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	14
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	13
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	14
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	11
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	12
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	11
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	11
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	13
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	10
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	14
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	15
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	10
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	12
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	14
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	12
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	13
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	13
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	12
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	14
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	57
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	50
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	53
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	53
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	51
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	53
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	50
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	43
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	40
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	49
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	37
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	42
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	33
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	46
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	43
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	39
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	47
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	44
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	39
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	43
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	47
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	41
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	39
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	38
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	40
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	34
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	25
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	47
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	37
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	28
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	45
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	40
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	32
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	33
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	35
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	29
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	23
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	23
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	24
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	28
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	24
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	32
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	23
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	26
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	30
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	26
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	29
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	23
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	24
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	16
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	23
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	17
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	14
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	22
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	18
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	22
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	17
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	15
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	16
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	19
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	22
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	22
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	20
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	16
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	25
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	16
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	21
Marchikan_II_Spring	Mar_II_2	59.542665	150.781082	24	NA	NA	17
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	3
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	3
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	3
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	3
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	3
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	3
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	4
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	4
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	4
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	4
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	5
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	5
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	5
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	5
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	6
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	6
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	7
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	8
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	8
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	9
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	9
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	28
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	25
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	23
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	20
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	22
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	22
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	17
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	23
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	20
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	17
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	21
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	15
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	17
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	20
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	13
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	15
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	12
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	14
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	13
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	12
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	10
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	14
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	16
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	15
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	10
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	12
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	12
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	10
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	12
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	10
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	14
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	13
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	14
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	13
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	33
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	12
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	28
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	27
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	31
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	36
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	39
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	31
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	34
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	36
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	36
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	40
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	29
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	20
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	33
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	37
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	23
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	33
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	31
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	27
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	21
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	31
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	34
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	37
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	35
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	10
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	41
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	34
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	24
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	27
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	23
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	30
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	23
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	12
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	21
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	21
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	28
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	22
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	31
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	24
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	22
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	20
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	40
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	18
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	25
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	20
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	31
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	34
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	27
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	22
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	23
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	26
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	17
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	37
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	20
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	34
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	30
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	34
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	35
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	27
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	30
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	30
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	21
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	36
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	27
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	37
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	33
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	23
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	27
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Kholodny_Spring_Pier	XP_3	59.527269	150.735007	30	NA	NA	32
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	1
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	1
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	2
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	2
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	2
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	3
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	3
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	4
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	5
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	47
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	43
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	40
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	48
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	43
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	43
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	44
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	44
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	41
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	38
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	38
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	41
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	45
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	42
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	40
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	37
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	48
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	42
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	45
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	39
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	40
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	49
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	46
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	45
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	40
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	44
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	46
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	37
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	43
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	40
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	40
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	41
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	40
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	45
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	38
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	24
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	34
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	41
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	37
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	41
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	48
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	45
Veselaya_Inlet	Ves_3	59.497289	150.923172	32	NA	NA	42
